,GLOBAL_INDEX,WORD,AFFIX,NOUN_CLASS,DESCRIPTION,POS,PAGE-COLUMN,FULL_ENTRY,FAILED,WORD_CLEAN,AFFIX_CLEAN,FULL_ENTRY_CLEAN
3157,3157,gufúámya,mije,,être astringent; guérir une diarrhée,adj.,P89-C1,"gufúámya, mije, (cfr -fúm-), être astringent; guérir une diarrhée. Uyu mtti niwo wamufumije, c'est ce remède qui la guéri de sa diarrhée.",False,gufúámya,mije,"gufúámya, mije, (cfr -fúm-), être astringent; guérir une diarrhée. Uyu mtti niwo wamufumije, c'est ce remède qui la guéri de sa diarrhée."
3158,3158,umuiúniyo,imi,,astringent,adj.,P89-C1,"umuiúniyo, imi, (cfr -fúmy-), astringent. Syn. umufútīsho.",False,umuiúniyo,imi,"umuiúniyo, imi, (cfr -fúmy-), astringent. Syn. umufútīsho."
3199,3199,nyarufūri,bānnnyarufūri,2a,"truand, manant, rustre",n.,P90-C1,"nyarufūri, bānnnyarufūri, la|2a, (cfr -fūri 11), truand, manant, rustre. Syn, imbundēge, intáfări.",False,nyarufūri,bānnnyarufūri,"nyarufūri, bānnnyarufūri, la|2a, (cfr -fūri 11), truand, manant, rustre. Syn, imbundēge, intáfări."
3210,3210,igifuruguto,ibi),,fable avec chants,n.,P90-C1,"igifuruguto, ibi), (cfr -furugut-), fable avec chants, chante-fable. Syn. igitito, igitiko.",False,igifuruguto,ibi),"igifuruguto, ibi), (cfr -furugut-), fable avec chants, chante-fable. Syn. igitito, igitiko."
3229,3229,igifúshi,ibi,7(8,sorte de phylloxera qui s'attaque au caféier,n.,P90-C2,"igifúshi, ibi, 7(8, (cfr -fúshuk-), sorte de phylloxera qui s'attaque au caféier. || Fig. Souillon, (parce que «les bifúshi répandent une mauvaise odeur »).",False,igifúshi,ibi,"igifúshi, ibi, 7(8, (cfr -fúshuk-), sorte de phylloxera qui s'attaque au caféier. || Fig. Souillon, (parce que «les bifúshi répandent une mauvaise odeur »)."
3241,3241,igifùúti,ibi,,"erreur, non-sens",n.,P90-C2,"igifùúti, ibi, (cfr -fúdik-), erreur, non-sens, qut n'a ni queue ni tête.",False,igifùti,ibi,"igifùti, ibi, (cfr -fúdik-), erreur, non-sens, qut n'a ni queue ni tête."
3242,3242,bufúti,14a,14a,erronément,adv.,P90-C2,"bufúti, 14a, erronément. Kuvûka bufùúti, présenter les pattes postérieures en naissant (veau).",False,bufúti,14a,"bufúti, 14a, erronément. Kuvûka bufùúti, présenter les pattes postérieures en naissant (veau)."
3247,3247,umufătu,imi,3J4,anus,n.,P91-C1,"umufătu, imi, 3J4, (vulg.), (cfr -fūtūr-), anus. Syn. ikibúno.",False,umufătu,imi,"umufătu, imi, 3J4, (vulg.), (cfr -fūtūr-), anus. Syn. ikibúno."
3251,3251,igifwera,ibi,78,"escargot, limaçon, limace",n.,P91-C1,"igifwera, ibi, 78, escargot, limaçon, limace. Var. igifyera. Kw-isunzu ryinzu nahó bagashirâàyo igifwera, on place aussi une coquille de limaçon sur la houppe de la hutte. Une coquille vide de ce gastéropode posée sur la houppe de la hutte était censée protéger la maisonnée contre la foudre. Prov. 1746.",False,igifwera,ibi,"igifwera, ibi, 78, escargot, limaçon, limace. Var. igifyera. Kw-isunzu ryinzu nahó bagashirâàyo igifwera, on place aussi une coquille de limaçon sur la houppe de la hutte. Une coquille vide de ce gastéropode posée sur la houppe de la hutte était censée protéger la maisonnée contre la foudre. Prov. 1746."
3289,3289,gufyêtëra,reye,,"applic, lécher.",v.,P91-C2,"gufyêtëra, reye, (cfr -fyet-), applic, lécher. Fig. gufyêtëra ku muntu, lécher les bottes de",False,gufyêtëra,reye,"gufyêtëra, reye, (cfr -fyet-), applic, lécher. Fig. gufyêtëra ku muntu, lécher les bottes de"
3307,3307,igifyināiwé,ibi,718,benêt. Enfant gâté.,n.,P92-C1,"igifyināiwé, ibi, 718, (cir -fyìnāt-), benêt. Var. igifyināté. Enfant gâté.",False,igifyināiwé,ibi,"igifyināiwé, ibi, 718, (cir -fyìnāt-), benêt. Var. igifyināté. Enfant gâté."
3318,3318,igifyìrifyitire,ibi,718,"objet noirci, sali",adj.,P92-C1,"igifyìrifyitire, ibi, 718, (cfr -fyìrifyitir-), objet noirci, sali. Syn. igifyirifyiri.",False,igifyìrifyitire,ibi,"igifyìrifyitire, ibi, 718, (cfr -fyìrifyitir-), objet noirci, sali. Syn. igifyirifyiri."
3333,3333,igifyitaguzo,ibi,78,"outi émoussé, mauvais instrument",n.,P92-C2,"igifyitaguzo, ibi, 78, (cfr -fyitaguz-), outi émoussé, mauvais instrument. Syn. igifyîté. || Fig. Péj. Homme à tout faire.",False,igifyitaguzo,ibi,"igifyitaguzo, ibi, 78, (cfr -fyitaguz-), outi émoussé, mauvais instrument. Syn. igifyîté. || Fig. Péj. Homme à tout faire."
3334,3334,igifyité,ibi,718,"outil ou înstrument émoussé, ébréché",n.,P92-C2,"igifyité, ibi, 718, (efr -fyit-), outil ou înstrument émoussé, ébréché. Syn. igifyitaguzo. fyo! (inv.), onomatopée imitant le bruit dune flèche qu'on lance: frrit. Yagīye abóna ngo fyo, i Pa vu s'élancer conune une flèche.",False,igifyité,ibi,"igifyité, ibi, 718, (efr -fyit-), outil ou înstrument émoussé, ébréché. Syn. igifyitaguzo. fyo! (inv.), onomatopée imitant le bruit dune flèche qu'on lance: frrit. Yagīye abóna ngo fyo, i Pa vu s'élancer conune une flèche."
3343,3343,gufynyoka,tse,,être très mûr (fruit),adj.,P92-C2,"gufynyoka, tse, (-fyòny- -), être très mûr (fruit), blettir.",False,gufynyoka,tse,"gufynyoka, tse, (-fyòny- -), être très mûr (fruit), blettir."
3391,3391,imigabo,imigabirizo,4,"intentions, résolutions",n.,P95-C2,"imigabo, 4, (cfr -gab-) intentions, résolutions. Syn. imigabirizo. Kubá mu migabo, avoir Fintention de.",False,imigabo,imigabirizo,"imigabo, 4, (cfr -gab-) intentions, résolutions. Syn. imigabirizo. Kubá mu migabo, avoir Fintention de."
3393,3393,umukomagabo,imi,34,"déranger, exciter",v.,P95-C2,"umukomagabo, imi, 34, déranger, exciter, -gabo homine), Grewia similis K. SCHUM, Var. umukomagėóre.",False,umukomagabo,imi,"umukomagabo, imi, 34, déranger, exciter, -gabo homine), Grewia similis K. SCHUM, Var. umukomagėóre."
3398,3398,igihetàngabo,ibi,7i8,"recommencer, une autre fois",v.,P96-C1,"igihetàngabo, ibi, 7i8, -het- recommencer, jaire une autre fois), fois. Ibihetàngabo iccnda, neuf fois. Yaje ibihetàngabo kabiri, if est venu par deux fois. Yagaburiwe ibihetàngabo gatatu, il a reçu trois fois de la nourriture.",False,igihetàngabo,ibi,"igihetàngabo, ibi, 7i8, -het- recommencer, jaire une autre fois), fois. Ibihetàngabo iccnda, neuf fois. Yaje ibihetàngabo kabiri, if est venu par deux fois. Yagaburiwe ibihetàngabo gatatu, il a reçu trois fois de la nourriture."
3408,3408,ngabúra,dérivé du précédent,,diviseur,n.,P96-C1,"ngabúra, (dérivé du précédent), néol. diviseur.",False,ngabúra,dérivé du précédent,"ngabúra, (dérivé du précédent), néol. diviseur."
3410,3410,bigaburo,bābigaburo,,"généreux, obligeant, large",adj.,P96-C1,"bigaburo, bābigaburo, lalla (préf. 8) (cfr -gabur-), généreux, obligeant, large. Ant. umwfmanyi.",False,bigaburo,bābigaburo,"bigaburo, bābigaburo, lalla (préf. 8) (cfr -gabur-), généreux, obligeant, large. Ant. umwfmanyi."
3416,3416,kagabwá,néol.,,,subjonctif,P96-C2,"kagabwá, 12a, (cfr -gabw-), néol., subjonctif.",False,kagabwá,néol.,"kagabwá, 12a, (cfr -gabw-), néol., subjonctif."
3424,3424,ingáfe,ingáfe,9|10,"rame, aviron, gaffe",n.,P96-C2,"ingáfe, 9|10, (fr.?), rame, aviron, gaffe. Syn. jingsáshi.",False,ingáfe,ingáfe,"ingáfe, 9|10, (fr.?), rame, aviron, gaffe. Syn. jingsáshi."
3428,3428,kugāga,ze,,"se fendiller, se crevasser",v.,P96-C2,"kugāga, ze, se fendiller; se crevasser, Syn. gusáduka.",False,kugāga,ze,"kugāga, ze, se fendiller; se crevasser, Syn. gusáduka."
3451,3451,umugagi,imi,3|4,gorille,n.,P97-C1,"umugagi, imi, 3|4, gorille: Gorilla beringei MIATSCHTIE. '",False,umugagi,imi,"umugagi, imi, 3|4, gorille: Gorilla beringei MIATSCHTIE. '"
3457,3457,umugāgūko,imi,3l4,fissure,n.,P97-C1,"umugāgūko, imi, 3l4, (cfr -gāgūk-) fissure. Syn. umwâturo.",False,umugāgūko,imi,"umugāgūko, imi, 3l4, (cfr -gāgūk-) fissure. Syn. umwâturo."
3487,3487,umugămba,imi,3l4,"rive, berge. Terme noble : pot à lait. appellatif flatteur souvent donné aux vaches",n.,P97-C2,"umugămba, imi, 3l4, (cfr -gamb-), rive, berge. Syn. inkengēra. || Terme noble : pot à lait. Syn. icănsi. Mugamba, 9a (préf. mu-), (cfr 3), appellatif flatteur souvent donné aux vaches.",False,umugămba,imi,"umugămba, imi, 3l4, (cfr -gamb-), rive, berge. Syn. inkengēra. || Terme noble : pot à lait. Syn. icănsi. Mugamba, 9a (préf. mu-), (cfr 3), appellatif flatteur souvent donné aux vaches."
3501,3501,umugââmbatanyo,imi,344,discussion,n.,P98-C1,"umugââmbatanyo, imi, 344, (cir -gâmbatany-), discussion. Syn. ubuhbâririzi.",False,umugâmbatanyo,imi,"umugâmbatanyo, imi, 344, (cir -gâmbatany-), discussion. Syn. ubuhbâririzi."
3519,3519,akagâmīra,utu,,msot,n.,P98-C2,"akagâmīra, utu, (cfr -gâmīr-), msot",False,akagâmīra,utu,"akagâmīra, utu, (cfr -gâmīr-), msot"
3576,3576,ubuganga,Í4,4,poison,n.,P100-C2,"ubuganga, Í4, venin, poison. Syn. ubwâyi.",False,ubuganga,Í4,"ubuganga, Í4, venin, poison. Syn. ubwâyi."
3578,3578,ibigângagânge,8,8,fumier provenant du bétail,n.,P100-C2,"ibigângagânge, 8, (cfr -gang-), fumier provenant du bétail.",False,ibigângagânge,8,"ibigângagânge, 8, (cfr -gang-), fumier provenant du bétail."
3589,3589,urugăngi,1i,11,"lasse, saleté, ordure",n.,P100-C2,"urugăngi, 1i, (cfr -gangir-), crasse, saleté, ordure.",False,urugăngi,1i,"urugăngi, 1i, (cfr -gangir-), crasse, saleté, ordure."
3590,3590,urugăngi,1f,11,mastic,n.,P100-C2,"urugăngi, 1f, (cfr -gângik-), mastic.",False,urugăngi,1f,"urugăngi, 1f, (cfr -gângik-), mastic."
3591,3591,Mugangi,la,,sobriguet du faméant,n.,P100-C2,"Mugangi, la, (cfr -gângik-) sobriguet du faméant.",False,Mugangi,la,"Mugangi, la, (cfr -gângik-) sobriguet du faméant."
3597,3597,ikigângo,ibi,78,tendon d'Achille,n.,P100-C2,"ikigângo, ibi, 78, (cfr -gānguk-) tendon d'Achille. Syn. igitsintsiri. || Hangar, Syn. ikigăngara.",False,ikigângo,ibi,"ikigângo, ibi, 78, (cfr -gānguk-) tendon d'Achille. Syn. igitsintsiri. || Hangar, Syn. ikigăngara."
3602,3602,agacââmugàni,uducâmigáni,,"fable express, dicton",n.,P101-C1,"agacââmugàni, uducâmigáni, (-ci- citer, -gâni 3 fable, proverbe), fable express, dicton. ingâáni, (cfr -gánik-), oisiveté. Karacîye ingâni ngw ujé ngăho wīicáre ?, crois-tu pouvoir vivre tci dans loisiveté?",False,agacâmugàni,uducâmigáni,"agacâmugàni, uducâmigáni, (-ci- citer, -gâni 3 fable, proverbe), fable express, dicton. ingâáni, (cfr -gánik-), oisiveté. Karacîye ingâni ngw ujé ngăho wīicáre ?, crois-tu pouvoir vivre tci dans loisiveté?"
3618,3618,iganūka,ama,S56,"renirée, le retour",n.,P101-C2,"iganūka, ama, S56, (cfe -ganūk-) renirée, le retour. Syn. amatāhba.",False,iganūka,ama,"iganūka, ama, S56, (cfe -ganūk-) renirée, le retour. Syn. amatāhba."
3620,3620,igánūké,ama,56,cadeau de bienvenue,n.,P101-C2,"igánūké, ama, 56, (cfr -ganūk-), cadeau de bienvenue, || Souvenir. | Cadeau de remerciement, Syn. ishimwe.",False,igánūké,ama,"igánūké, ama, 56, (cfr -ganūk-), cadeau de bienvenue, || Souvenir. | Cadeau de remerciement, Syn. ishimwe."
3668,3668,umugāra,imi,3l4,"crinière, toison; poils sur la poitrine.",n.,P102-C2,"umugāra, imi, 3l4, (cfr -gār-), crinière, toison; poils sur la poitrine. || Fig. Kuvyûra umugāra, se fâcher. Kumera umugāra (pop.), être en colère. || Kugwira umugāra, || Collier de chien (en peau de sanglier) garni d'un grelot. M.R.A.C. 41.800-41.801, 50.27.19.",False,umugāra,imi,"umugāra, imi, 3l4, (cfr -gār-), crinière, toison; poils sur la poitrine. || Fig. Kuvyûra umugāra, se fâcher. Kumera umugāra (pop.), être en colère. || Kugwira umugāra, || Collier de chien (en peau de sanglier) garni d'un grelot. M.R.A.C. 41.800-41.801, 50.27.19."
3671,3671,urugāra,in,11,touffe.,n.,P102-C2,"urugāra, in, 11410, (cfr -gār-) touffe. Etale. Inkōfēro y'ingāra, un chapeau à larges bords.. Gutéga ingāra, ĉtre feuillu, avoir une couronne de feuillage, de fleurs, etc. Aha hēpfó nsanze umusózi utezć ingāra, (devinette) un peu plus bas fai trouvé que la montagne fleurissait; ikizinu, le champignon (qui ressemble à une couronne).",False,urugāra,in,"urugāra, in, 11410, (cfr -gār-) touffe. Etale. Inkōfēro y'ingāra, un chapeau à larges bords.. Gutéga ingāra, ĉtre feuillu, avoir une couronne de feuillage, de fleurs, etc. Aha hēpfó nsanze umusózi utezć ingāra, (devinette) un peu plus bas fai trouvé que la montagne fleurissait; ikizinu, le champignon (qui ressemble à une couronne)."
3674,3674,amaagâra,ó,,"force, Energie, Santé.",n.,P103-C1,"amaagâra, ó, (cfr -gār-), force, Energie, Santé, Amagára ntágūránwa amajana, (Loc. prov.) cent vaches ne peuvent pas ĉtre troguées contre la sanié. La santé est un bien d'une valeur inestimable, c'est aussi la source de la richesse. Tant gwon a la santé... Gucîra amagàra ibiraro, manger sans appétit. || Parties sexuelles, Prov, 84, 311-314, 448, 893, 1018, 1057, 1092, 1550, 1788, 1975, 2572, 382.",False,amagâra,ó,"amagâra, ó, (cfr -gār-), force, Energie, Santé, Amagára ntágūránwa amajana, (Loc. prov.) cent vaches ne peuvent pas ĉtre troguées contre la sanié. La santé est un bien d'une valeur inestimable, c'est aussi la source de la richesse. Tant gwon a la santé... Gucîra amagàra ibiraro, manger sans appétit. || Parties sexuelles, Prov, 84, 311-314, 448, 893, 1018, 1057, 1092, 1550, 1788, 1975, 2572, 382."
3728,3728,umugárye,imi,3l4,roguet,n.,P104-C2,"umugárye, imi, 3l4, roguet. Syn. umusega, umukóryo.",False,umugárye,imi,"umugárye, imi, 3l4, roguet. Syn. umusega, umukóryo."
3730,3730,ubugásāri,!4,,alcool,n.,P104-C2,"ubugásāri, !4, (cfr -gásār-), alcool. Inzòga y'ubugâsāri, bire forte.",False,ubugásāri,!4,"ubugásāri, !4, (cfr -gásār-), alcool. Inzòga y'ubugâsāri, bire forte."
3762,3762,kugayana,nye,,se mépriser mutuellement,v.,P105-C2,"kugayana, nye, (cfr -gay-), se mépriser mutuellement. Syn. gukengērana. Etre méprisant. Eire orgueilleux, hautain. || Etre désobéissant. akagayáne, 12, (cfr -gayan-), mépris, dédain. Var. akagayáno. Syn. akagayo. Kubá umuntu w'akagayáne, afficher du dédain, être méprisant. akagáye, 12, (cfr -gay-), dédain. Var. akagayo. Syn. ubukengēranyi, agakengerwe, ikinéguro. kugayiriza, -je, (cfr -gay-) ĉtre gourmand (enfant); trouver que la quantité de nourriture reçue est méprisable. kugayirwa, -we, (cĒr -gay-), ne pas être prisé, ĉtre méprise, être objet de mépris, Prov. 1513.",False,kugayana,nye,"kugayana, nye, (cfr -gay-), se mépriser mutuellement. Syn. gukengērana. Etre méprisant. Eire orgueilleux, hautain. || Etre désobéissant. akagayáne, 12, (cfr -gayan-), mépris, dédain. Var. akagayáno. Syn. akagayo. Kubá umuntu w'akagayáne, afficher du dédain, être méprisant. akagáye, 12, (cfr -gay-), dédain. Var. akagayo. Syn. ubukengēranyi, agakengerwe, ikinéguro. kugayiriza, -je, (cfr -gay-) ĉtre gourmand (enfant); trouver que la quantité de nourriture reçue est méprisable. kugayirwa, -we, (cĒr -gay-), ne pas être prisé, ĉtre méprise, être objet de mépris, Prov. 1513."
3784,3784,urúùge,ingé,1110,"corde faite avec du nerf de bœuf, corde de lare.",n.,P106-C1,"urúùge, ingé, 1110, corde faite avec du nerf de bæuf, corde de lare. MRA.C. 41.756-41.759.",False,urúge,ingé,"urúge, ingé, 1110, corde faite avec du nerf de bæuf, corde de lare. MRA.C. 41.756-41.759."
3786,3786,ikigega,ibi,7|8,manne servant de grenier.,n.,P106-C1,"ikigega, ibi, 7|8, manne servant de grenier. Gucá ibigega, avoir d'abondantes récoltes de sorgho et d'éleusine. — Hotte cylindrique d'environ 1,75 m de haut et un diamètre de 0,75 m, base conique, couvercle distinct de forme conique également. Le tout est maintenu, entre des pieux fichés dans la terre, à une certaine distance du sol, pour préserver le grenier des insectes, rongeurs, etc. La hotte est recouverte de pisé à base de bouse de vache. Prov. 165, 585, 770, 868, 1221, 2479, 2604, 3199, 3243, 3821, 383). TROUWBORST 126.",False,ikigega,ibi,"ikigega, ibi, 7|8, manne servant de grenier. Gucá ibigega, avoir d'abondantes récoltes de sorgho et d'éleusine. — Hotte cylindrique d'environ 1,75 m de haut et un diamètre de 0,75 m, base conique, couvercle distinct de forme conique également. Le tout est maintenu, entre des pieux fichés dans la terre, à une certaine distance du sol, pour préserver le grenier des insectes, rongeurs, etc. La hotte est recouverte de pisé à base de bouse de vache. Prov. 165, 585, 770, 868, 1221, 2479, 2604, 3199, 3243, 3821, 383). TROUWBORST 126."
